text,intent
putol kuryente!,unrelated_electricity
nganong way tubig sa st. peter palihug,no_supply
dawaton ba ang gcash palihug!!!,payment_inquiry
guba ang poste sa magsaysay,unrelated_electricity
maayong adlaw sa capitan angel dali!!!,greeting
asa ang opisina sa managok karon dayon,payment_inquiry
traffic kaayo sa poblacion!!!,unrelated_road
paderahan ang tubig sa barangay 10?,emergency_shutoff
palihug hinay kaayo ang tubig sa caburacanan!!!,low_pressure
putol kuryente sa mapayag.,unrelated_electricity
makaistorya sa admin tabang?,reach_admin
nawala ang internet sa can-ayan dali,unrelated_internet
pa-check sa linya sa sumpong intawon...,request_maintenance
paayo sa kalsada,unrelated_road
magpataod ug tubig,request_maintenance
hinay kaayo ang tubig sa sinanglanan?,low_pressure
yawa gikawat ang metro sa manalog...,broken_meter
nakakainit sa ulo maayong adlaw sa capitan angel.,greeting
nanimaho sa casisang karon dayon...,contaminated_water
aha ang ospital?,unrelated_general
guba ang globe sa sinalac...,unrelated_internet
tabang hinay kaayo ang tubig sa caburacanan...,low_pressure
guba ang metro...,broken_meter
nganong dako akong bill sa barangay 11?,bill_dispute
paderahan ang tubig?,emergency_shutoff
karon dayon pila akong utang.,check_bill
hinay ang agas.,low_pressure
tabang asa pwede mubayad sa barangay 1.,payment_inquiry
pula ang tubig!!!,contaminated_water
brownout dire!,unrelated_electricity
dili kasaka sa taas yawa...,low_pressure
tabang pula ang tubig sa busdi...,contaminated_water
nagbuswak!,report_leak
brownout dire sa bangcud,unrelated_electricity
pila akong bill,check_bill
sayop ang reading dali.,bill_dispute
tan-aw sa balance,check_bill
nawala ang internet?,unrelated_internet
dili mutuyok ang metro sa barangay 9!!!,broken_meter
asa pwede mubayad dali...,payment_inquiry
reklamo sa bill sa capitan angel!!!,bill_dispute
yawa guba ang tubo!!!,report_leak
bayad sa online!!!,payment_inquiry
tulo sa linya sa barangay 8!!!,report_leak
intawon sayop ang bill sa zamboanguita?,bill_dispute
baha na sa balay palihug,emergency_shutoff
sayop ang reading!!!,bill_dispute
magpataod ug tubig palihug...,request_maintenance
bayad sa online sa bangcud?,payment_inquiry
metro sa tubig guba.,broken_meter
nagbuswak?,report_leak
bayad sa tubig dali!,check_bill
magpataod ug tubig sa can-ayan?,request_maintenance
guba ang metro tabang.,broken_meter
emergency stop?,emergency_shutoff
naay leak sa barangay 9...,report_leak
nagbuswak...,report_leak
yawa emergency shutoff.,emergency_shutoff
nakakainit sa ulo guba ang poste sa managok,unrelated_electricity
karon dayon wala nagsiga ang street light sa barangay 8?,unrelated_road
message sa support sa st. peter!!!,reach_admin
hinay ang agas sa barangay 2.,low_pressure
pa-check sa linya,request_maintenance
emergency stop sa caburacanan!!!,emergency_shutoff
nag-agas ang tubig sa barangay 1 yawa?,report_leak
gusto ko mokaon!!!,unrelated_general
pakistorya sa staff sa miglamin,reach_admin
dako nga libaong tabang!,unrelated_road
yawa buslot ang tubo,report_leak
message sa support,reach_admin
pakistorya sa staff sa silae tabang?,reach_admin
pait ang tubig sa barangay 3.,low_pressure
hinay connection!!!,unrelated_internet
nawala ang internet.,unrelated_internet
guba ang tubo sa silae karon dayon!,report_leak
saba kaayo ang silingan palihug...,unrelated_general
pula ang tubig sa can-ayan yawa,contaminated_water
overcharge sa barangay 7.,bill_dispute
yawa paayo sa kalsada?,unrelated_road
tulo sa linya sa barangay 10?,report_leak
nag-agas ang tubig sa manalog.,report_leak
nganong way tubig intawon.,no_supply
pagkuha sa basura!,unrelated_garbage
gikawat ang metro sa sinalac karon dayon,broken_meter
palihug assistance please sa sinalac!,reach_admin
sir sa laguitas,greeting
pula ang tubig sa san jose palihug.,contaminated_water
metro sa tubig guba!!!,broken_meter
sayop ang bill sa barangay 10!,bill_dispute
guba ang globe!!!,unrelated_internet
karon dayon pa-check sa linya?,request_maintenance
palihug reklamo sa bill sa barangay 5.,bill_dispute
hinay connection sa caburacanan,unrelated_internet
pa-ayo sa barangay 4 tabang.,request_maintenance
hinay kaayo ang tubig sa san jose yawa!!!,low_pressure
intawon lubog ang tubig sa manalog?,contaminated_water
karon dayon uga ang gripo sa barangay 5!!!,no_supply
hi sa busdi?,greeting
hinay ang agas,low_pressure
nganong dako akong bill sa mapulo...,bill_dispute
dako nga libaong sa busdi!!!,unrelated_road
brownout dire sa st. peter.,unrelated_electricity
putol kuryente intawon?,unrelated_electricity
palihug bag-ong connection sa barangay 5!!!,request_maintenance
palihug aha makapalit ug pagkaon!,unrelated_general
dali pila akong utang sa barangay 10!!!,check_bill
nagbuswak sa capitan angel...,report_leak
nag-agas ang tubig sa barangay 4 palihug,report_leak
isirado ang valve...,emergency_shutoff
reklamo sa bill sa laguitas...,bill_dispute
pa-ayo sa barangay 1 palihug!!!,request_maintenance
reklamo sa bill?,bill_dispute
dili kasaka sa taas sa barangay 11?,low_pressure
guba ang globe sa magsaysay...,unrelated_internet
tabang pa-check sa linya!,request_maintenance
lubog ang tubig.,contaminated_water
makaistorya sa admin sa barangay 4.,reach_admin
palihug putol ang tubig sa laguitas!!!,no_supply
hugaw ang tubig sa sinanglanan!,contaminated_water
tabang brownout dire sa capitan angel...,unrelated_electricity
pait ang tubig sa kulaman intawon?,low_pressure
intawon hinay ang internet sa barangay 2.,unrelated_internet
putol ang tubig palihug,no_supply
hinay connection sa barangay 1...,unrelated_internet
sir.,greeting
saba kaayo ang silingan sa laguitas karon dayon?,unrelated_general
asa ang opisina.,payment_inquiry
yawa pakistorya sa staff!!!,reach_admin
hugaw ang tubig sa aglayan?,contaminated_water
kanus-a mubalik ang kuryente tabang!,unrelated_electricity
naay iro nga libod suroy sa poblacion...,unrelated_general
lapok ang tubig sa manalog!,contaminated_water
naay leak!,report_leak
hinay ang internet sa laguitas...,unrelated_internet
wala gikuha ang basura sa sumpong palihug.,unrelated_garbage
yawa makaistorya sa admin sa sinanglanan,reach_admin
bayad sa tubig sa barangay 4,check_bill
intawon assistance please?,reach_admin
hello nakakainit sa ulo!,greeting
pila ang bayranon sa barangay 3!,check_bill
nagbuswak sa sinalac!,report_leak
palihug naay leak sa bangcud.,report_leak
bag-ong connection sa barangay 9!,request_maintenance
makaistorya sa admin sa barangay 2!,reach_admin
metro issues sa can-ayan...,broken_meter
maintenance request sa barangay 4!!!,request_maintenance
magpataod ug tubig sa manalog!!!,request_maintenance
way pressure yawa.,low_pressure
dili kasaka sa taas sa kulaman tabang!,low_pressure
maintenance request sa barangay 2 karon dayon.,request_maintenance
putol ang tubig sa manalog?,no_supply
paayo sa kalsada sa miglamin.,unrelated_road
aha ilabay ang basura sa barangay 4!!!,unrelated_garbage
nanimaho!,contaminated_water
wala nagsiga ang street light?,unrelated_road
lapok ang tubig...,contaminated_water
saba kaayo ang silingan sa poblacion,unrelated_general
putol kuryente sa casisang,unrelated_electricity
pait ang tubig sa capitan angel!,low_pressure
brownout dire sa barangay 10...,unrelated_electricity
tabang gikawat ang metro sa kibalabag.,broken_meter
way tubig sa casisang...,no_supply
unsaon pagbayad,payment_inquiry
aha ilabay ang basura sa laguitas intawon!,unrelated_garbage
tabang hinay kaayo ang tubig sa barangay 8.,low_pressure
karon dayon traffic kaayo sa san jose.,unrelated_road
hi sa magsaysay...,greeting
aha makapalit ug pagkaon sa mapayag!!!,unrelated_general
dali nganong dako akong bill sa managok!!!,bill_dispute
traffic kaayo sa san jose yawa!,unrelated_road
karon dayon nawala ang internet.,unrelated_internet
nanimaho nakakainit sa ulo,contaminated_water
maayong adlaw sa managok?,greeting
naay leak sa san jose.,report_leak
nagbuswak sa maligaya!,report_leak
pagkuha sa basura sa magsaysay nakakainit sa ulo!,unrelated_garbage
hello sa bangcud?,greeting
nagbuswak sa barangay 5 palihug,report_leak
pa-ayo sa poblacion karon dayon!,request_maintenance
tabang nagbuswak...,report_leak
hinay ang agas sa miglamin intawon?,low_pressure
guba ang poste sa mapayag!!!,unrelated_electricity
pa-ayo.,request_maintenance
unsaon pagbayad!,payment_inquiry
intawon hinay ang internet!!!,unrelated_internet
bayad sa tubig sa st. peter!!!,check_bill
wala gikuha ang basura intawon?,unrelated_garbage
lapok ang tubig sa kibalabag yawa...,contaminated_water
guba ang kalsada sa maligaya dali!!!,unrelated_road
hello karon dayon...,greeting
pagkuha sa basura sa barangay 1!,unrelated_garbage
pakistorya sa staff sa bangcud...,reach_admin
gikawat ang metro intawon!!!,broken_meter
buslot ang tubo palihug.,report_leak
guba ang metro sa maligaya karon dayon,broken_meter
bayad sa tubig sa barangay 11!,check_bill
isirado ang valve!,emergency_shutoff
putol ang tubig sa barangay 11?,no_supply
guba ang metro sa poblacion!!!,broken_meter
nganong way tubig,no_supply
message sa support sa maligaya!,reach_admin
nakakainit sa ulo pila akong bill sa maligaya!,check_bill
wala gikuha ang basura sa mapayag karon dayon...,unrelated_garbage
nawala ang internet sa capitan angel tabang,unrelated_internet
hello sa maligaya.,greeting
isirado ang valve,emergency_shutoff
wala nagsiga ang street light sa linabo!,unrelated_road
maintenance request sa barangay 5.,request_maintenance
intawon asa ang opisina...,payment_inquiry
pula ang tubig!!!,contaminated_water
karon dayon wala gikuha ang basura,unrelated_garbage
maayong buntag sa barangay 4 karon dayon,greeting
nakakainit sa ulo putol ang tubig.,no_supply
guba ang metro sa barangay 6!,broken_meter
message sa support intawon...,reach_admin
tabang palihug sa managok intawon?,reach_admin
pila akong utang sa kibalabag!,check_bill
unsaon pagbayad!!!,payment_inquiry
makaistorya sa admin sa barangay 1 yawa?,reach_admin
paderahan ang tubig dali!,emergency_shutoff
nanimaho nakakainit sa ulo.,contaminated_water
maintenance request!,request_maintenance
sayop ang bill?,bill_dispute
kumusta...,greeting
overcharge sa barangay 1!,bill_dispute
baho ang basura sa capitan angel!,unrelated_garbage
sayop ang reading tabang,bill_dispute
lubog ang tubig sa aglayan tabang.,contaminated_water
intawon kumusta sa mapulo,greeting
reklamo sa bill sa linabo!!!,bill_dispute
tabang hugaw ang tubig sa barangay 6?,contaminated_water
aha ilabay ang basura sa barangay 7 yawa!!!,unrelated_garbage
putol ang tubig.,no_supply
hinay connection sa busdi intawon!,unrelated_internet
wala gikuha ang basura intawon.,unrelated_garbage
dili mutuyok ang metro sa caburacanan.,broken_meter
asa ang opisina sa casisang...,payment_inquiry
karon dayon aha ilabay ang basura sa linabo!,unrelated_garbage
hugaw ang tubig sa bangcud,contaminated_water
guba ang tubo sa aglayan!,report_leak
guba ang poste sa indalasa!!!,unrelated_electricity
way pressure sa barangay 7.,low_pressure
emergency stop?,emergency_shutoff
brownout dire...,unrelated_electricity
uga ang gripo!!!,no_supply
yawa isirado ang valve sa barangay 9!!!,emergency_shutoff
dili mutuyok ang metro sa barangay 7 intawon...,broken_meter
aha ang ospital sa sinanglanan,unrelated_general
intawon message sa support sa can-ayan?,reach_admin
nawala ang internet sa can-ayan karon dayon!,unrelated_internet
way kuryente sa managok!,unrelated_electricity
unsaon pagbayad sa poblacion!,payment_inquiry
pagkuha sa basura.,unrelated_garbage
palihug hinay connection sa mapayag...,unrelated_internet
dali gusto ko mokaon...,unrelated_general
metro issues sa san jose tabang!,broken_meter
maintenance request...,request_maintenance
overcharge sa busdi,bill_dispute
putol ang tubig.,no_supply
putol ang tubig sa barangay 3 intawon...,no_supply
palihug asa pwede mubayad?,payment_inquiry
yawa nawala ang internet sa mapayag,unrelated_internet
intawon metro issues!,broken_meter
metro sa tubig guba sa silae palihug.,broken_meter
isirado ang valve!!!,emergency_shutoff
emergency shutoff tabang?,emergency_shutoff
lapok ang tubig sa poblacion palihug...,contaminated_water
pila ang bayranon sa san jose tabang...,check_bill
dako nga libaong sa sinalac?,unrelated_road
unsaon pagbayad,payment_inquiry
way pressure palihug!,low_pressure
dili kasaka sa taas!,low_pressure
gusto ko mokaon yawa,unrelated_general
intawon lapok ang tubig sa barangay 6...,contaminated_water
isirado ang valve sa casisang yawa,emergency_shutoff
kumusta?,greeting
kanus-a mubalik ang kuryente sa san jose karon dayon,unrelated_electricity
saba kaayo ang silingan sa maligaya!!!,unrelated_general
message sa support!!!,reach_admin
yawa lubog ang tubig...,contaminated_water
gusto ko mokaon sa mapayag?,unrelated_general
karon dayon nawala ang internet.,unrelated_internet
tabang guba ang poste sa miglamin!!!,unrelated_electricity
nganong dako akong bill sa casisang.,bill_dispute
saba kaayo ang silingan sa maligaya,unrelated_general
asa ang opisina,payment_inquiry
bayad sa tubig sa casisang?,check_bill
yawa guba ang tubo sa mapulo,report_leak
kanus-a mubalik ang kuryente sa barangay 5...,unrelated_electricity
wala gikuha ang basura sa barangay 6?,unrelated_garbage
tabang palihug sa barangay 7?,reach_admin
sayop ang reading sa bangcud,bill_dispute
bayad sa tubig dali.,check_bill
pa-check sa linya!!!,request_maintenance
putol ang tubig...,no_supply
nag-agas ang tubig intawon?,report_leak
guba ang metro sa san jose?,broken_meter
tan-aw sa balance sa managok yawa.,check_bill
bag-ong connection sa linabo intawon!!!,request_maintenance
assistance please sa maligaya dali!,reach_admin
dali pila akong bill.,check_bill
guba ang globe sa barangay 9...,unrelated_internet
sayop ang bill sa barangay 2.,bill_dispute
emergency shutoff sa sinalac intawon!,emergency_shutoff
emergency shutoff sa can-ayan yawa?,emergency_shutoff
pakistorya sa staff sa barangay 3.,reach_admin
metro issues sa sinalac!!!,broken_meter
asa ang opisina sa maligaya?,payment_inquiry
way pressure sa san jose!!!,low_pressure
tabang metro issues sa barangay 9?,broken_meter
way kuryente?,unrelated_electricity
wala nagsiga ang street light sa manalog,unrelated_road
yawa nawad-an mig tubig sa kulaman!!!,no_supply
way pressure sa mapayag...,low_pressure
dali sayop ang reading sa barangay 9...,bill_dispute
nawad-an mig tubig sa barangay 6 palihug...,no_supply
yawa pila ang bayranon sa barangay 5...,check_bill
nawad-an mig tubig sa caburacanan...,no_supply
overcharge yawa,bill_dispute
palihug assistance please...,reach_admin
nganong dako akong bill dali.,bill_dispute
sayop ang reading sa sinalac!!!,bill_dispute
guba ang metro nakakainit sa ulo,broken_meter
putol ang tubig,no_supply
aha ang ospital sa barangay 10 intawon!,unrelated_general
dali nawad-an mig tubig sa caburacanan...,no_supply
pakistorya sa staff sa indalasa?,reach_admin
nakakainit sa ulo tan-aw sa balance sa capitan angel!,check_bill
pakistorya sa staff?,reach_admin
hello sa busdi intawon?,greeting
hugaw ang tubig sa barangay 10 karon dayon!!!,contaminated_water
tabang dili mutuyok ang metro.,broken_meter
pila ang bayranon sa barangay 4 intawon...,check_bill
aha makapalit ug pagkaon sa sumpong intawon...,unrelated_general
aha ilabay ang basura karon dayon?,unrelated_garbage
tabang palihug sa kulaman!,reach_admin
overcharge sa barangay 1 nakakainit sa ulo.,bill_dispute
sayop ang reading sa barangay 8...,bill_dispute
overcharge sa barangay 4 yawa!,bill_dispute
traffic kaayo sa kibalabag!!!,unrelated_road
pila akong bill sa zamboanguita,check_bill
way kuryente sa magsaysay...,unrelated_electricity
asa ang opisina sa mapayag dali!,payment_inquiry
hi!,greeting
naay leak sa barangay 5!!!,report_leak
way pressure sa kibalabag...,low_pressure
baha na sa balay sa can-ayan,emergency_shutoff
bayad sa online sa st. peter!!!,payment_inquiry
intawon way tubig sa kulaman,no_supply
uga ang gripo!,no_supply
isirado ang valve sa kibalabag!!!,emergency_shutoff
emergency stop dali!,emergency_shutoff
tabang palihug!,reach_admin
gikawat ang metro!!!,broken_meter
karon dayon guba ang globe sa barangay 2,unrelated_internet
unsaon pagbayad sa maligaya...,payment_inquiry
gusto ko mokaon?,unrelated_general
pila akong bill sa barangay 3.,check_bill
baho ang basura sa barangay 5!!!,unrelated_garbage
intawon aha ang ospital sa barangay 10!!!,unrelated_general
sir sa laguitas yawa?,greeting
guba ang globe sa cabangahan...,unrelated_internet
metro issues sa maligaya,broken_meter
pa-ayo sa maligaya,request_maintenance
nakakainit sa ulo nganong way tubig...,no_supply
aha ilabay ang basura sa laguitas!!!,unrelated_garbage
baha na sa balay sa silae?,emergency_shutoff
emergency stop sa barangay 1!!!,emergency_shutoff
kanus-a mubalik ang kuryente dali?,unrelated_electricity
hugaw ang tubig sa mapulo tabang!,contaminated_water
uga ang gripo sa sinalac karon dayon...,no_supply
kanus-a mubalik ang kuryente sa linabo tabang,unrelated_electricity
unsaon pagbayad sa sinalac!!!,payment_inquiry
dali baha na sa balay sa bangcud!,emergency_shutoff
palihug pagkuha sa basura,unrelated_garbage
sayop ang bill sa barangay 10!,bill_dispute
hinay ang internet sa sinalac...,unrelated_internet
dali aha makapalit ug pagkaon sa st. peter!!!,unrelated_general
putol ang tubig?,no_supply
bayad sa online sa magsaysay nakakainit sa ulo.,payment_inquiry
palihug buslot ang tubo sa barangay 10?,report_leak
kanus-a mubalik ang kuryente sa barangay 3,unrelated_electricity
hi sa mapulo intawon.,greeting
intawon wala nagsiga ang street light?,unrelated_road
aha makapalit ug pagkaon palihug.,unrelated_general
hinay connection sa poblacion,unrelated_internet
nag-agas ang tubig dali!,report_leak
nagbuswak sa bangcud karon dayon,report_leak
dali guba ang metro sa barangay 11...,broken_meter
hi...,greeting
magpataod ug tubig...,request_maintenance
way kuryente dali!!!,unrelated_electricity
way signal sa barangay 11 palihug...,unrelated_internet
emergency stop sa sinalac?,emergency_shutoff
pila ang bayranon sa mapayag intawon,check_bill
palihug kanus-a mubalik ang kuryente!,unrelated_electricity
nakakainit sa ulo pila akong bill.,check_bill
pait ang tubig sa aglayan!!!,low_pressure
makaistorya sa admin karon dayon.,reach_admin
hello sa sumpong.,greeting
metro issues?,broken_meter
metro sa tubig guba...,broken_meter
pila akong bill,check_bill
hugaw ang tubig sa san jose!,contaminated_water
guba ang globe sa indalasa.,unrelated_internet
maayong adlaw!,greeting
nakakainit sa ulo kumusta!,greeting
nakakainit sa ulo hi!,greeting
emergency shutoff sa barangay 7!!!,emergency_shutoff
wala gikuha ang basura sa magsaysay.,unrelated_garbage
naay iro nga libod suroy sa capitan angel!!!,unrelated_general
nanimaho sa sinanglanan palihug,contaminated_water
palihug sayop ang bill,bill_dispute
nawad-an mig tubig sa bangcud!!!,no_supply
dali bayad sa online sa kulaman.,payment_inquiry
pila akong utang sa indalasa,check_bill
dali guba ang globe!!!,unrelated_internet
asa ang opisina!,payment_inquiry
wala gikuha ang basura sa mapulo palihug?,unrelated_garbage
bayad sa tubig sa barangay 11 palihug.,check_bill
nganong dako akong bill sa capitan angel.,bill_dispute
yawa lubog ang tubig sa sinanglanan?,contaminated_water
intawon aha ilabay ang basura...,unrelated_garbage
saba kaayo ang silingan sa barangay 2!!!,unrelated_general
tabang palihug,reach_admin
pait ang tubig sa barangay 4.,low_pressure
dali gusto ko mokaon sa barangay 1!!!,unrelated_general
wala gikuha ang basura sa manalog nakakainit sa ulo?,unrelated_garbage
baho ang basura?,unrelated_garbage
nganong way tubig tabang,no_supply
palihug nganong dako akong bill sa barangay 9.,bill_dispute
asa pwede mubayad sa barangay 6!,payment_inquiry
bayad sa tubig sa barangay 10 intawon?,check_bill
buslot ang tubo.,report_leak
nakakainit sa ulo paderahan ang tubig,emergency_shutoff
guba ang poste sa barangay 2.,unrelated_electricity
tabang tulo sa linya!,report_leak
dawaton ba ang gcash sa sinanglanan!!!,payment_inquiry
overcharge sa san jose!!!,bill_dispute
nganong dako akong bill sa barangay 6...,bill_dispute
lapok ang tubig sa barangay 1!!!,contaminated_water
unsaon pagbayad sa casisang.,payment_inquiry
nakakainit sa ulo baho ang basura sa sinalac...,unrelated_garbage
yawa pila ang bayranon sa aglayan,check_bill
unsaon pagbayad karon dayon!!!,payment_inquiry
way kuryente!,unrelated_electricity
guba ang metro sa sumpong...,broken_meter
intawon aha ilabay ang basura sa barangay 9!!!,unrelated_garbage
hinay connection sa barangay 9!,unrelated_internet
way pressure sa can-ayan...,low_pressure
tabang palihug sa poblacion!!!,reach_admin
nakakainit sa ulo metro issues,broken_meter
intawon dako nga libaong!!!,unrelated_road
kanus-a mubalik ang kuryente sa barangay 8!,unrelated_electricity
palihug guba ang tubo,report_leak
dali way tubig sa kibalabag,no_supply
overcharge sa maligaya karon dayon!!!,bill_dispute
nanimaho sa managok.,contaminated_water
palihug isirado ang valve sa barangay 4.,emergency_shutoff
way pressure?,low_pressure
way tubig sa san jose tabang!!!,no_supply
sayop ang bill sa zamboanguita palihug!!!,bill_dispute
dili mutuyok ang metro?,broken_meter
wala gikuha ang basura.,unrelated_garbage
way tubig?,no_supply
aha makapalit ug pagkaon tabang,unrelated_general
naay iro nga libod suroy!!!,unrelated_general
hinay ang internet sa barangay 1 karon dayon,unrelated_internet
yawa way wifi sa linabo.,unrelated_internet
gusto ko mokaon nakakainit sa ulo...,unrelated_general
dili kasaka sa taas...,low_pressure
way pressure intawon?,low_pressure
asa ang opisina sa busdi!!!,payment_inquiry
dali way pressure sa barangay 7.,low_pressure
assistance please dali!,reach_admin
emergency stop sa barangay 10 intawon...,emergency_shutoff
unsaon pagbayad yawa.,payment_inquiry
nanimaho sa barangay 1...,contaminated_water
palihug paderahan ang tubig sa bangcud!,emergency_shutoff
unsaon pagbayad,payment_inquiry
asa pwede mubayad sa barangay 10 palihug!,payment_inquiry
hinay ang internet.,unrelated_internet
nanimaho,contaminated_water
gusto ko mokaon sa can-ayan.,unrelated_general
emergency stop sa barangay 11?,emergency_shutoff
asa pwede mubayad?,payment_inquiry
dili mutuyok ang metro sa silae nakakainit sa ulo?,broken_meter
hinay kaayo ang tubig...,low_pressure
bayad sa online sa poblacion!,payment_inquiry
saba kaayo ang silingan sa managok!!!,unrelated_general
palihug pa-ayo!,request_maintenance
karon dayon nag-agas ang tubig...,report_leak
asa ang opisina?,payment_inquiry
bayad sa online sa miglamin tabang!,payment_inquiry
bayad sa tubig sa aglayan yawa?,check_bill
yawa nawad-an mig tubig sa maligaya?,no_supply
guba ang kalsada sa zamboanguita...,unrelated_road
nag-agas ang tubig intawon.,report_leak
pila ang bayranon sa barangay 6 karon dayon...,check_bill
pa-ayo!,request_maintenance
yawa unsaon pagbayad.,payment_inquiry
hinay ang agas dali...,low_pressure
metro issues sa zamboanguita.,broken_meter
guba ang tubo...,report_leak
hinay kaayo ang tubig sa barangay 8,low_pressure
intawon magpataod ug tubig sa busdi...,request_maintenance
putol ang tubig?,no_supply
emergency stop sa magsaysay!,emergency_shutoff
pila akong utang sa kulaman?,check_bill
dali naay leak sa miglamin!!!,report_leak
hi sa silae yawa!!!,greeting
tabang guba ang metro sa magsaysay?,broken_meter
guba ang tubo sa mapulo...,report_leak
pagkuha sa basura?,unrelated_garbage
lubog ang tubig...,contaminated_water
dili kasaka sa taas nakakainit sa ulo.,low_pressure
uga ang gripo!!!,no_supply
pa-check sa linya sa magsaysay intawon...,request_maintenance
naay leak karon dayon?,report_leak
reklamo sa bill sa barangay 2 dali!!!,bill_dispute
nganong dako akong bill,bill_dispute
kumusta sa indalasa!,greeting
palihug paderahan ang tubig sa kulaman,emergency_shutoff
tan-aw sa balance...,check_bill
sayop ang reading,bill_dispute
palihug wala nagsiga ang street light sa barangay 8!!!,unrelated_road
dali message sa support sa miglamin?,reach_admin
pila akong utang...,check_bill
palihug brownout dire!!!,unrelated_electricity
nag-agas ang tubig sa zamboanguita dali.,report_leak
gikawat ang metro intawon!,broken_meter
bayad sa online nakakainit sa ulo!!!,payment_inquiry
lubog ang tubig sa caburacanan,contaminated_water
karon dayon pila akong utang sa barangay 4!,check_bill
emergency shutoff karon dayon?,emergency_shutoff
kanus-a mubalik ang kuryente sa barangay 9,unrelated_electricity
intawon pula ang tubig sa aglayan!,contaminated_water
gusto ko mokaon...,unrelated_general
paayo sa kalsada sa sinalac yawa?,unrelated_road
pait ang tubig sa maligaya!!!,low_pressure
message sa support dali?,reach_admin
makaistorya sa admin sa st. peter!!!,reach_admin
wala gikuha ang basura sa barangay 2,unrelated_garbage
gikawat ang metro!,broken_meter
hinay ang internet!!!,unrelated_internet
tabang baha na sa balay...,emergency_shutoff
way kuryente sa manalog!!!,unrelated_electricity
kanus-a mubalik ang kuryente?,unrelated_electricity
guba ang kalsada sa barangay 6,unrelated_road
tabang palihug?,reach_admin
aha makapalit ug pagkaon sa caburacanan?,unrelated_general
pait ang tubig?,low_pressure
gusto ko mokaon sa barangay 7?,unrelated_general
asa ang opisina...,payment_inquiry
nakakainit sa ulo bayad sa online!!!,payment_inquiry
guba ang metro sa silae.,broken_meter
uga ang gripo.,no_supply
wala gikuha ang basura sa caburacanan?,unrelated_garbage
maayong buntag?,greeting
saba kaayo ang silingan sa barangay 3?,unrelated_general
makaistorya sa admin sa can-ayan tabang?,reach_admin
guba ang kalsada sa indalasa,unrelated_road
sayop ang bill sa barangay 8 palihug,bill_dispute
metro issues sa silae,broken_meter
palihug nawad-an mig tubig?,no_supply
palihug emergency shutoff!,emergency_shutoff
hinay ang agas?,low_pressure
wala nagsiga ang street light sa sinalac.,unrelated_road
intawon isirado ang valve!,emergency_shutoff
guba ang globe sa barangay 1!,unrelated_internet
tan-aw sa balance yawa,check_bill
way kuryente?,unrelated_electricity
karon dayon kanus-a mubalik ang kuryente,unrelated_electricity
intawon baho ang basura.,unrelated_garbage
hinay connection sa silae,unrelated_internet
palihug tabang palihug sa barangay 4.,reach_admin
guba ang tubo palihug!,report_leak
kumusta nakakainit sa ulo!,greeting
naay leak sa maligaya,report_leak
naay iro nga libod suroy sa casisang tabang,unrelated_general
tan-aw sa balance!,check_bill
pagkuha sa basura sa san jose!,unrelated_garbage
guba ang poste sa barangay 11 dali...,unrelated_electricity
paayo sa kalsada sa sinanglanan?,unrelated_road
nakakainit sa ulo way kuryente sa barangay 4...,unrelated_electricity
pila ang bayranon sa barangay 1?,check_bill
emergency stop!!!,emergency_shutoff
palihug hinay ang agas!,low_pressure
way kuryente sa miglamin...,unrelated_electricity
way kuryente sa barangay 1 tabang.,unrelated_electricity
tabang maintenance request!,request_maintenance
sayop ang bill sa aglayan!,bill_dispute
kanus-a mubalik ang kuryente sa managok intawon.,unrelated_electricity
pagkuha sa basura sa barangay 1,unrelated_garbage
nganong way tubig sa barangay 1...,no_supply
dali traffic kaayo!,unrelated_road
bag-ong connection sa silae?,request_maintenance
emergency shutoff sa aglayan dali?,emergency_shutoff
sayop ang bill!,bill_dispute
tabang pakistorya sa staff sa magsaysay!!!,reach_admin
guba ang globe sa san jose palihug!,unrelated_internet
nawala ang internet sa miglamin,unrelated_internet
sayop ang reading sa kibalabag,bill_dispute
nganong way tubig.,no_supply
pila ang bayranon sa barangay 8...,check_bill
paayo sa kalsada sa manalog dali...,unrelated_road
bag-ong connection sa manalog!,request_maintenance
way pressure sa mapayag!,low_pressure
naay iro nga libod suroy!!!,unrelated_general
karon dayon hinay ang agas sa silae,low_pressure
dali pa-check sa linya sa kibalabag!!!,request_maintenance
kanus-a mubalik ang kuryente sa cabangahan...,unrelated_electricity
dako nga libaong sa mapayag karon dayon?,unrelated_road
guba ang metro.,broken_meter
way wifi sa barangay 9 intawon!,unrelated_internet
putol ang tubig sa can-ayan?,no_supply
dili kasaka sa taas sa sinalac intawon.,low_pressure
asa pwede mubayad sa indalasa intawon,payment_inquiry
intawon way signal!,unrelated_internet
maintenance request sa poblacion karon dayon!,request_maintenance
hinay ang internet sa manalog,unrelated_internet
nagbuswak sa indalasa...,report_leak
overcharge tabang...,bill_dispute
guba ang poste sa barangay 4!!!,unrelated_electricity
traffic kaayo sa st. peter!,unrelated_road
palihug pagkuha sa basura sa barangay 2,unrelated_garbage
asa pwede mubayad sa sumpong...,payment_inquiry
gikawat ang metro sa miglamin...,broken_meter
dali hinay kaayo ang tubig.,low_pressure
gikawat ang metro!!!,broken_meter
pila akong utang,check_bill
bayad sa online sa barangay 5!,payment_inquiry
kanus-a mubalik ang kuryente sa caburacanan!,unrelated_electricity
nakakainit sa ulo hugaw ang tubig sa zamboanguita...,contaminated_water
